text,label
"Overview and Challenges of Ambient Systems, Towards a Constructivist
  Approach to their Modelling",cs
DIRL: Domain-Invariant Representation Learning for Sim-to-Real Transfer,cs
Robotic Grasping using Deep Reinforcement Learning,cs
Arthur: a new ECA that uses Memory to improve Communication,cs
Risk of Training Diagnostic Algorithms on Data with Demographic Bias,cs
"Exploiting Vulnerabilities of Load Forecasting Through Adversarial
  Attacks",cs
Adversarial Perturbations of Opinion Dynamics in Networks,cs
Recent advances in deep learning theory,cs
"Cross-Representation Transferability of Adversarial Attacks: From
  Spectrograms to Audio Waveforms",cs
Orthogonal Cocktail BPSK: Exceeding Shannon Capacity of QPSK Input,cs
Speech Recognition with no speech or with noisy speech,cs
Feature-Dependent Cross-Connections in Multi-Path Neural Networks,cs
"Architecture-Aware, High Performance Transaction for Persistent Memory",cs
"Learning to combine primitive skills: A step towards versatile robotic
  manipulation",cs
"Body2Hands: Learning to Infer 3D Hands from Conversational Gesture Body
  Dynamics",cs
MinkLoc++: Lidar and Monocular Image Fusion for Place Recognition,cs
Adversarially Robust Learning Could Leverage Computational Hardness,cs
"Semantics to Space(S2S): Embedding semantics into spatial space for
  zero-shot verb-object query inferencing",cs
Deep neural network or dermatologist?,cs
"GNN-XML: Graph Neural Networks for Extreme Multi-label Text
  Classification",cs
"Medical Robots for Infectious Diseases: Lessons and Challenges from the
  COVID-19 Pandemic",cs
"Mixed projection- and density-based topology optimization with
  applications to structural assemblies",cs
MPC-based Controller with Terrain Insight for Dynamic Legged Locomotion,cs
An Optimal Stable Selective Model Inversion for Nonminimum-phase Systems,cs
Improved PAC-Bayesian Bounds for Linear Regression,cs
CDR Based Trajectories: Tentative for Filtering Ping-pong Handover,cs
A Variational Approach to Unsupervised Sentiment Analysis,cs
Universal Text Representation from BERT: An Empirical Study,cs
"Beyond monetary incentives: experiments in paid microtask contests
  modelled as continuous-time markov chains",cs
"Multi-Features Guidance Network for partial-to-partial point cloud
  registration",cs
"An efficient method to solve the mathematical model of HIV infection for
  CD8+ T-cells",cs
"Adaptive ROI Generation for Video Object Segmentation Using
  Reinforcement Learning",cs
A superstatistical formulation of complexity measures,cs
Relative Variational Intrinsic Control,cs
Axiomatizing Epistemic Logic of Friendship via Tree Sequent Calculus,cs
Saec: Similarity-Aware Embedding Compression in Recommendation Systems,cs
"P6: A Declarative Language for Integrating Machine Learning in Visual
  Analytics",cs
Long Range Neural Navigation Policies for the Real World,cs
"The k-interchange-constrained diameter of a transit network: A
  connectedness indicator that accounts for travel convenience",cs
"R-enum: Enumeration of Characteristic Substrings in BWT-runs Bounded
  Space",cs
Complexity and Geometry of Sampling Connected Graph Partitions,cs
"GRIHA: Synthesizing 2-Dimensional Building Layouts from Images Captured
  using a Smart Phone",cs
"DeepRadioID: Real-Time Channel-Resilient Optimization of Deep
  Learning-based Radio Fingerprinting Algorithms",cs
Synthesis of Parallel Synchronous Software,cs
"An efficient algorithm to decide periodicity of $b$-recognisable sets
  using LSDF convention",cs
Rethinking Object Detection in Retail Stores,cs
The cost of Bitcoin mining has never really increased,cs
Self-supervised Learning of 3D Objects from Natural Images,cs
"Empirical Strategy for Stretching Probability Distribution in
  Neural-network-based Regression",cs
"Stochastic Latent Actor-Critic: Deep Reinforcement Learning with a
  Latent Variable Model",cs
Vertex Cover Reconfiguration and Beyond,cs
"The Synergy of Complex Event Processing and Tiny Machine Learning in
  Industrial IoT",cs
Assessing Semantic Frames to Support Program Comprehension Activities,cs
"Decentralized and Secure Generation Maintenance with Differential
  Privacy",cs
Cross-Shape Graph Convolutional Networks,cs
An Exploration of the Heterogeneous Unsourced MAC,cs
"Enabling Data Diversity: Efficient Automatic Augmentation via
  Regularized Adversarial Training",cs
Domain-Aware Session Types (Extended Version),cs
"Efficient Multi-Contact Pattern Generation with Sequential Convex
  Approximations of the Centroidal Dynamics",cs
Two-Step Sound Source Separation: Training on Learned Latent Targets,cs
"Detection of Malicious Android Applications: Classical Machine Learning
  vs. Deep Neural Network Integrated with Clustering",cs
Orthogonal Time Frequency Space (OTFS) Modulation Based Radar System,cs
Sketching Merge Trees,cs
Self-Concordant Analysis of Generalized Linear Bandits with Forgetting,cs
"Adaptive Path Interpolation for Sparse Systems: Application to a Simple
  Censored Block Model",cs
"Unwrapping The Black Box of Deep ReLU Networks: Interpretability,
  Diagnostics, and Simplification",cs
Regularizing Deep Multi-Task Networks using Orthogonal Gradients,cs
"Evolving Character-Level DenseNet Architectures using Genetic
  Programming",cs
"Prediction of USA November 2020 Election Results Using Multifactor
  Twitter Data Analysis Method",cs
"Interpretation of ResNet by Visualization of Preferred Stimulus in
  Receptive Fields",cs
"Nonstationary Gauss-Markov Processes: Parameter Estimation and
  Dispersion",cs
"The basins of attraction of the global minimizers of non-convex inverse
  problems with low-dimensional models in infinite dimension",cs
Baseline Pruning-Based Approach to Trojan Detection in Neural Networks,cs
Impact of Representation Learning in Linear Bandits,cs
"Consistency models in distributed systems: A survey on definitions,
  disciplines, challenges and applications",cs
"NLP-IIS@UT at SemEval-2021 Task 4: Machine Reading Comprehension using
  the Long Document Transformer",cs
Reinforcement Learning Beyond Expectation,cs
"Robustness Meets Deep Learning: An End-to-End Hybrid Pipeline for
  Unsupervised Learning of Egomotion",cs
Signal recovery from a few linear measurements of its high-order spectra,cs
TWEAC: Transformer with Extendable QA Agent Classifiers,cs
"Federated Doubly Stochastic Kernel Learning for Vertically Partitioned
  Data",cs
"Duality between density function and value function with applications in
  constrained optimal control and Markov Decision Process",cs
"AISHELL-4: An Open Source Dataset for Speech Enhancement, Separation,
  Recognition and Speaker Diarization in Conference Scenario",cs
"Multi-Perspective Relevance Matching with Hierarchical ConvNets for
  Social Media Search",cs
"A Primal Approach to Constrained Policy Optimization: Global Optimality
  and Finite-Time Analysis",cs
"Symbolic AI for XAI: Evaluating LFIT Inductive Programming for Fair and
  Explainable Automatic Recruitment",cs
Online Graph Completion: Multivariate Signal Recovery in Computer Vision,cs
Multi-label Prediction in Time Series Data using Deep Neural Networks,cs
Power Minimization in Vehicular Cloud Architecture,cs
"A Dynamic Tree Algorithm for On-demand Peer-to-peer Ride-sharing
  Matching",cs
"Clustered Multitask Nonnegative Matrix Factorization for Spectral
  Unmixing of Hyperspectral Data",cs
"Error Analysis and Improving the Accuracy of Winograd Convolution for
  Deep Neural Networks",cs
Hierarchical Average Reward Policy Gradient Algorithms,cs
"Can social influence be exploited to compromise security: An online
  experimental evaluation",cs
"A Dual-arm Robot that Autonomously Lifts Up and Tumbles Heavy Plates
  Using Crane Pulley Blocks",cs
"Depth-wise Decomposition for Accelerating Separable Convolutions in
  Efficient Convolutional Neural Networks",cs
Deep Lifetime Clustering,cs
Bidirectional Mapping Coupled GAN for Generalized Zero-Shot Learning,cs
MolSSI and BioExcel Workflow Workshop 2018 Report,cs
Let the Cloud Watch Over Your IoT File Systems,cs
Face Mask Detection using Transfer Learning of InceptionV3,cs
EvoK: Connecting loved ones through Heart Rate sharing,cs
"Real-time Joint Motion Analysis and Instrument Tracking for
  Robot-Assisted Orthopaedic Surgery",cs
The Multiplayer Colonel Blotto Game,cs
"Development of a N-type GM-PHD Filter for Multiple Target, Multiple Type
  Visual Tracking",cs
Camera-Based Adaptive Trajectory Guidance via Neural Networks,cs
"Interpreting Graph Neural Networks for NLP With Differentiable Edge
  Masking",cs
"Knowledge Distillation Methods for Efficient Unsupervised Adaptation
  Across Multiple Domains",cs
"Humanoid: A Deep Learning-based Approach to Automated Black-box Android
  App Testing",cs
"Learning from Interventions using Hierarchical Policies for Safe
  Learning",cs
"New methods for metastimuli: architecture, embeddings, and neural
  network optimization",cs
"Multispectral Fusion for Object Detection with Cyclic Fuse-and-Refine
  Blocks",cs
Multimodal Continuous Visual Attention Mechanisms,cs
"Bayesian Optimization for Developmental Robotics with Meta-Learning by
  Parameters Bounds Reduction",cs
"Learning Variational Word Masks to Improve the Interpretability of
  Neural Text Classifiers",cs
Book Embeddings of k-Map Graphs,cs
"Robust Adversarial Attacks Against DNN-Based Wireless Communication
  Systems",cs
"A Simulated Experiment to Explore Robotic Dialogue Strategies for People
  with Dementia",cs
A Unified Formulation for Visual Odometry,cs
The Age of Gossip in Networks,cs
API Misuse Correction: A Statistical Approach,cs
BioDynaMo: a general platform for scalable agent-based simulation,cs
Extending the Range of Drone-based Delivery Services by Exploration,cs
A Unified MRC Framework for Named Entity Recognition,cs
"Coupled Layer-wise Graph Convolution for Transportation Demand
  Prediction",cs
"DIALOG: A framework for modeling, analysis and reuse of digital forensic
  knowledge",cs
Eat4Thought: A Design of Food Journaling,cs
Towards an evolutionary-based approach for natural language processing,cs
Curiosity-driven 3D Scene Structure from Single-image Self-supervision,cs
"Revisiting regular sequences in light of rational base numeration
  systems",cs
Cross-Batch Memory for Embedding Learning,cs
"Symmetric Assembly Puzzles are Hard, Beyond a Few Pieces",cs
"AraStance: A Multi-Country and Multi-Domain Dataset of Arabic Stance
  Detection for Fact Checking",cs
"Gender Slopes: Counterfactual Fairness for Computer Vision Models by
  Attribute Manipulation",cs
PSPACE-completeness of Pulling Blocks to Reach a Goal,cs
"SINet: Extreme Lightweight Portrait Segmentation Networks with Spatial
  Squeeze Modules and Information Blocking Decoder",cs
Replicate or Relocate? Non-Uniform Access in Parameter Servers,cs
MIA-Prognosis: A Deep Learning Framework to Predict Therapy Response,cs
"NL-LinkNet: Toward Lighter but More Accurate Road Extraction with
  Non-Local Operations",cs
"A Simple Yet Effective Method for Video Temporal Grounding with
  Cross-Modality Attention",cs
"A Unified Framework for One-shot Achievability via the Poisson Matching
  Lemma",cs
Hierarchical Clusterings of Unweighted Graphs,cs
"A Trident Quaternion Framework for Inertial-based Navigation Part II:
  Error Models and Application to Initial Alignment",cs
Adaptive Wing Loss for Robust Face Alignment via Heatmap Regression,cs
Graph-based Nearest Neighbor Search: From Practice to Theory,cs
Domain Adaption for Knowledge Tracing,cs
"Understanding the Automated Parameter Optimization on Transfer Learning
  for CPDP: An Empirical Study",cs
On resistive spiking of fungi,cs
Formation Control for UAVs Using a Flux Guided Approach,cs
TabNet: Attentive Interpretable Tabular Learning,cs
"iASiS Open Data Graph: Automated Semantic Integration of
  Disease-Specific Knowledge",cs
Lip-reading with Densely Connected Temporal Convolutional Networks,cs
Small Area Estimation of Health Outcomes,stat
Universal Consistency of Decision Trees in High Dimensions,stat
Optimal Training of Fair Predictive Models,stat
"A Hitchhiker's Guide to Statistical Comparisons of Reinforcement
  Learning Algorithms",stat
BreGMN: scaled-Bregman Generative Modeling Networks,stat
The Spatially-Conscious Machine Learning Model,stat
Ground Metric Learning on Graphs,stat
Forward Stability and Model Path Selection,stat
"Lurking Inferential Monsters? Quantifying bias in non-experimental
  evaluations of school programs",stat
Latent Embeddings of Point Process Excitations,stat
"Bayesian Spatial Binary Regression for Label Fusion in Structural
  Neuroimaging",stat
"Two equalities expressing the determinant of a matrix in terms of
  expectations over matrix-vector products",stat
"On the Connection Between Adversarial Robustness and Saliency Map
  Interpretability",stat
Statistical Models in Forensic Voice Comparison,stat
"Non-parametric Archimedean generator estimation with implications for
  multiple testing",stat
Optimal Subsampling Algorithms for Big Data Regressions,stat
Principal Boundary on Riemannian Manifolds,stat
"Non-Linear Non-Stationary Heteroscedasticity Volatility for Tracking of
  Jump Processes",stat
"Improved Fixed-Rank Nystr\""om Approximation via QR Decomposition:
  Practical and Theoretical Aspects",stat
"An axiomatic nonparametric production function estimator: Modeling
  production in Japan's cardboard industry",stat
Out-of-Distribution Generalization with Maximal Invariant Predictor,stat
"Asymptotically optimal sequential FDR and pFDR control with (or without)
  prior information on the number of signals",stat
"Quantifying the causal effect of speed cameras on road traffic accidents
  via an approximate Bayesian doubly robust estimator",stat
"Re-Examining Linear Embeddings for High-Dimensional Bayesian
  Optimization",stat
"Tensor Mixed Effects Model with Applications in Nanomanufacturing
  Inspection",stat
Bayesian Analysis of Static Light Scattering Data for Globular Proteins,stat
A Causal Bootstrap,stat
"Analyzing differences between restricted mean survival time curves using
  pseudo-values",stat
"Dealing with Stochastic Volatility in Time Series Using the R Package
  stochvol",stat
Learning summary features of time series for likelihood free inference,stat
Causal inference for semi-competing risks data,stat
Conformal prediction interval for dynamic time-series,stat
TreeGrad: Transferring Tree Ensembles to Neural Networks,stat
On the optimality of the Hedge algorithm in the stochastic regime,stat
Efficient Experimental Design for Regularized Linear Models,stat
"Robust statistical modeling of monthly rainfall: The minimum density
  power divergence approach",stat
"Evaluation of a meta-analysis of ambient air quality as a risk factor
  for asthma exacerbation",stat
Robust Adaptive Control Charts,stat
"Simulation of land use dynamics in Paragominas-PA: differences in
  spatial rules between smallholdings and agribusiness areas",stat
Inference and Computation for Sparsely Sampled Random Surfaces,stat
Implementing Convex Optimization in R: Two Econometric Examples,stat
Mode Hunting Using Pettiest Components Analysis,stat
"VarFA: A Variational Factor Analysis Framework For Efficient Bayesian
  Learning Analytics",stat
Robust Particle Density Tempering for State Space Models,stat
"Covid-19 risk factors: Statistical learning from German healthcare
  claims data",stat
"Machine learning for causal inference: on the use of cross-fit
  estimators",stat
Computational Optimal Transport,stat
Novel Uncertainty Framework for Deep Learning Ensembles,stat
"Semi-Supervised Learning, Causality and the Conditional Cluster
  Assumption",stat
Universal Prediction Band via Semi-Definite Programming,stat
"Correspondence Analysis between the Location and the Leading Causes of
  Death in the United States",stat
"Bayesian deep learning with hierarchical prior: Predictions from limited
  and noisy data",stat
"A multiple testing framework for diagnostic accuracy studies with
  co-primary endpoints",stat
The Kernel Spatial Scan Statistic,stat
"Weighted Empirical Risk Minimization: Sample Selection Bias Correction
  based on Importance Sampling",stat
Mixed Effects Envelope Models,stat
"Modeling and Computation of High Efficiency and Efficacy Multi-Step
  Batch Testing for Infectious Diseases",stat
Individual Claims Forecasting with Bayesian Mixture Density Networks,stat
"GRATIS: GeneRAting TIme Series with diverse and controllable
  characteristics",stat
"Globally intensity-reweighted estimators for $K$- and pair correlation
  functions",stat
"A hypothesis test of feasibility for external pilot trials assessing
  recruitment, follow-up and adherence rates",stat
Likelihood-free inference by ratio estimation,stat
"Linear Iterative Feature Embedding: An Ensemble Framework for
  Interpretable Model",stat
Fused Spatial Point Process IntensityEstimation on Complex Domains,stat
Understanding MCMC Dynamics as Flows on the Wasserstein Space,stat
"Model-based metrics: Sample-efficient estimates of predictive model
  subpopulation performance",stat
Metropolis-Hastings with Averaged Acceptance Ratios,stat
"A Bayesian approach for small area population estimates using multiple
  administrative records",stat
"Fast Global Convergence for Low-rank Matrix Recovery via Riemannian
  Gradient Descent with Random Initialization",stat
"Dirac Delta Regression: Conditional Density Estimation with Clinical
  Trials",stat
"Statistically Guided Divide-and-Conquer for Sparse Factorization of
  Large Matrix",stat
Towards reliable projections of global mean surface temperature,stat
"Coupled Graphs and Tensor Factorization for Recommender Systems and
  Community Detection",stat
"Exploring the space-time pattern of log-transformed infectious count of
  COVID-19: a clustering-segmented autoregressive sigmoid model",stat
"Principal Component Analysis using Frequency Components of Multivariate
  Time Series",stat
A multi-series framework for demand forecasts in E-commerce,stat
"Yield forecasting with machine learning and small data: what gains for
  grains?",stat
Direct Estimation of Differential Functional Graphical Models,stat
"Estimating the Number of Fatal Victims of the Peruvian Internal Armed
  Conflict, 1980-2000: an application of modern multi-list Capture-Recapture
  techniques",stat
"Adversarial Optimal Transport Through The Convolution Of Kernels With
  Evolving Measures",stat
Convex Hierarchical Clustering for Graph-Structured Data,stat
"Fast Multi-resolution Segmentation for Nonstationary Hawkes Process
  Using Cumulants",stat
"$R^*$: A robust MCMC convergence diagnostic with uncertainty using
  decision tree classifiers",stat
"Bivariate Analysis of Birth Weight and Gestational Age Depending on
  Environmental Exposures: Bayesian Distributional Regression with Copulas",stat
"Modeling the occurrence of events subject to a reporting delay via an EM
  algorithm",stat
"Modeling ""Equitable and Sustainable Well-being"" (BES) using Bayesian
  Networks: A Case Study of the Italian regions",stat
"Application of Clustering Analysis for Investigation of Food
  Accessibility",stat
"Assurance for sample size determination in reliability demonstration
  testing",stat
Heterogeneous Dense Subhypergraph Detection,stat
An Ensemble Method for Interval-Censored Time-to-Event Data,stat
False Discovery Rate Control via Debiased Lasso,stat
"Efficient methods for the estimation of the multinomial parameter for
  the two-trait group testing model",stat
"Inference in the stochastic Cox-Ingersol-Ross diffusion process with
  continuous sampling: Computational aspects and simulation",stat
Stopping Criterion for Active Learning Based on Error Stability,stat
"Estimation of Semi-Markov Multi-state Models: A Comparison of the
  Sojourn Times and Transition Intensities Approaches",stat
"Faster Uncertainty Quantification for Inverse Problems with Conditional
  Normalizing Flows",stat
Randomized Exploration for Non-Stationary Stochastic Linear Bandits,stat
A Decentralized Approach to Bayesian Learning,stat
"Multiscale change point detection via gradual bandwidth adjustment in
  moving sum processes",stat
Training Two-Layer ReLU Networks with Gradient Descent is Inconsistent,stat
Sequential Likelihood-Free Inference with Implicit Surrogate Proposal,stat
The Bayesian Method of Tensor Networks,stat
Causal Inference with Two Versions of Treatment,stat
"Deep recurrent Gaussian process with variational Sparse Spectrum
  approximation",stat
"Estimation and Inference for the Mediation Effect in a Time-varying
  Mediation Model",stat
"A Comparative Study of Parametric Regression Models to Detect Breakpoint
  in Traffic Fundamental Diagram",stat
"Anomaly Detection in Stationary Settings: A Permutation-Based Higher
  Criticism Approach",stat
"Regression Analysis of Dependent Binary Data for Estimating Disease
  Etiology from Case-Control Studies",stat
"Causality-aware counterfactual confounding adjustment as an alternative
  to linear residualization in anticausal prediction tasks based on linear
  learners",stat
Simple and Honest Confidence Intervals in Nonparametric Regression,stat
"A distribution-free smoothed combination method of biomarkers to improve
  diagnostic accuracy in multi-category classification",stat
"Using Small Domain Estimation to obtain better retrospective Age Period
  Cohort insights",stat
Rank aggregation for non-stationary data streams,stat
"pexm: a JAGS module for applications involving the piecewise exponential
  distribution",stat
"Augmenting expert detection of early coronary artery occlusion from 12
  lead electrocardiograms using deep learning",stat
"A statistical interpretation of spectral embedding: the generalised
  random dot product graph",stat
Permutation tests under a rotating sampling plan with clustered data,stat
"Storchastic: A Framework for General Stochastic Automatic
  Differentiation",stat
"Joint modeling with time-dependent treatment and heteroskedasticity:
  Bayesian analysis with application to the Framingham Heart Study",stat
"Generalized Records for Functional Time Series with Application to Unit
  Root Tests",stat
"An efficient two step algorithm for high dimensional change point
  regression models without grid search",stat
"Approximate inferences for nonlinear mixed effects models with scale
  mixtures of skew-normal distributions",stat
"From controlled to undisciplined data: estimating causal effects in the
  era of data science using a potential outcome framework",stat
Linearly Constrained Neural Networks,stat
"It's All Relative: New Regression Paradigm for Microbiome Compositional
  Data",stat
"Bayesian Group Selection in Logistic Regression with Application to MRI
  Data Analysis",stat
"Locally induced Gaussian processes for large-scale simulation
  experiments",stat
Density-based Clustering with Best-scored Random Forest,stat
"Nonparametric Regression with Adaptive Truncation via a Convex
  Hierarchical Penalty",stat
"Simple conditions for convergence of sequential Monte Carlo genealogies
  with applications",stat
Bayesian model averaging for analysis of lattice field theory results,stat
PF: A C++ Library for Fast Particle Filtering,stat
Imperceptible Adversarial Attacks on Tabular Data,stat
Estimands and Inference in Cluster-Randomized Vaccine Trials,stat
Iterative Spectral Method for Alternative Clustering,stat
Reparameterizing Distributions on Lie Groups,stat
"Approximating multivariate posterior distribution functions from Monte
  Carlo samples for sequential Bayesian inference",stat
Influence Estimation for Generative Adversarial Networks,stat
"A new segmentation method for the homogenisation of GNSS-derived IWV
  time-series",stat
"Accelerating System Adequacy Assessment using the Multilevel Monte Carlo
  Approach",stat
Differentiable Learning Under Triage,stat
"Estimating the Optimal Linear Combination of Biomarkers using
  Spherically Constrained Optimization",stat
Dirichlet Process Mixture Models for Regression Discontinuity Designs,stat
A Unified Method for Improved Inference in Random-effects Meta-analysis,stat
Urban Space Insights Extraction using Acoustic Histogram Information,stat
A Bivariate Dead Band Process Adjustment Policy,stat
Partitioned hybrid learning of Bayesian network structures,stat
Hierarchical Gaussian Process Priors for Bayesian Neural Network Weights,stat
Analysis of KNN Information Estimators for Smooth Distributions,stat
Latent Causal Socioeconomic Health Index,stat
Are You All Normal? It Depends!,stat
"Forecasting, Causality, and Impulse Response with Neural Vector
  Autoregressions",stat
"A reproducing kernel Hilbert space framework for functional data
  classification",stat
"The hidden waves in the ECG uncovered: a sound automated interpretation
  method",stat
"Learning Landmark-Based Ensembles with Random Fourier Features and
  Gradient Boosting",stat
Reliable Semi-Supervised Learning when Labels are Missing at Random,stat
Harmonic Decompositions of Convolutional Networks,stat
Learning When-to-Treat Policies,stat
"Weak-Instrument Robust Tests in Two-Sample Summary-Data Mendelian
  Randomization",stat
"Forecasting under model uncertainty:Non-homogeneous hidden Markov models
  with Polya-Gamma data augmentation",stat
Adverse event enrichment tests using VAERS,stat
"Scalable GWR: A linear-time algorithm for large-scale geographically
  weighted regression with polynomial kernels",stat
On the Inductive Bias of Neural Tangent Kernels,stat
"A Square-Root Second-Order Extended Kalman Filtering Approach for
  Estimating Smoothly Time-Varying Parameters",stat
Expressive Graph Informer Networks,stat
Model Testing for Generalized Scalar-on-Function Linear Models,stat
"PCAS: Pruning Channels with Attention Statistics for Deep Network
  Compression",stat
Statistical methods research done as science rather than mathematics,stat
Sparse Semi-supervised Heterogeneous Interbattery Bayesian Analysis,stat
Bounds on Bayes Factors for Binomial A/B Testing,stat
"High-resolution Probabilistic Precipitation Prediction for use in
  Climate Simulations",stat
Automatic structured variational inference,stat
"A Non-Gaussian Spatio-Temporal Model for Daily Wind Speeds Based on a
  Multivariate Skew-t Distribution",stat
"The performance of the partially overlapping samples t-tests at the
  limits",stat
"Assessment and adjustment of approximate inference algorithms using the
  law of total variance",stat
"IMMIGRATE: A Margin-based Feature Selection Method with Interaction
  Terms",stat
Generative Synthesis of Insurance Datasets,stat
"Adaptive exponential power distribution with moving estimator for
  nonstationary time series",stat
"Interaction between two exposures: determining odds ratios and
  confidence intervals for risk estimates",stat
"Improving estimation of the volume under the ROC surface when data are
  missing not at random",stat
Design and Analysis of Switchback Experiments,stat
The Limitations of Adversarial Training and the Blind-Spot Attack,stat
A novel estimand to adjust for rescue treatment in clinical trials,stat
"Spatial Flow-Field Approximation Using Few Thermodynamic Measurements
  Part I: Formulation and Area Averaging",stat
Evaluating Overfit and Underfit in Models of Network Community Structure,stat
A score function for Bayesian cluster analysis,stat
"Regularised Least-Squares Regression with Infinite-Dimensional Output
  Space",stat
Analyzing CART,stat
"How robust are Structural Equation Models to model miss-specification? A
  simulation study",stat
"RGISTools: Downloading, Customizing, and Processing Time Series of
  Remote Sensing Data in R",stat
"Negative binomial-reciprocal inverse Gaussian distribution: Statistical
  properties with applications",stat
Estimation of subgraph density in noisy networks,stat
Clustering Left-Censored Multivariate Time-Series,stat
"The MELODIC family for simultaneous binary logistic regression in a
  reduced space",stat
ABC Learning of Hawkes Processes with Missing or Noisy Event Times,stat
Robust subgaussian estimation with VC-dimension,stat
Robust approximate linear regression without correspondence,stat
MCMC for a hyperbolic Bayesian inverse problem in traffic flow modelling,stat
"Blinded continuous information monitoring of recurrent event endpoints
  with time trends in clinical trials",stat
Convergence Analysis of Riemannian Stochastic Approximation Schemes,stat
"Using Bayesian latent Gaussian graphical models to infer symptom
  associations in verbal autopsies",stat
Recyclable Gaussian Processes,stat
"Wide Neural Networks of Any Depth Evolve as Linear Models Under Gradient
  Descent",stat
Adaptive Nonparametric Psychophysics,stat
